sample_id,gt_score,parsed_score,error,abs_error,orig_dataset
1253,3.0,1,-2.0,2.0,infographicsVQA
1254,4.0,5,1.0,1.0,infographicsVQA
1255,4.0,5,1.0,1.0,infographicsVQA
1256,5.0,4,-1.0,1.0,infographicsVQA
1257,1.0,2,1.0,1.0,infographicsVQA
1258,1.0,1,0.0,0.0,infographicsVQA
1259,5.0,5,0.0,0.0,infographicsVQA
1260,1.0,1,0.0,0.0,infographicsVQA
1261,2.0,3,1.0,1.0,infographicsVQA
1262,1.0,1,0.0,0.0,infographicsVQA
1263,4.0,3,-1.0,1.0,infographicsVQA
1264,4.0,3,-1.0,1.0,infographicsVQA
1265,4.0,5,1.0,1.0,infographicsVQA
1266,3.0,5,2.0,2.0,infographicsVQA
1267,4.0,5,1.0,1.0,infographicsVQA
1268,3.0,4,1.0,1.0,infographicsVQA
1269,3.0,3,0.0,0.0,infographicsVQA
1270,1.0,1,0.0,0.0,infographicsVQA
1271,4.0,4,0.0,0.0,infographicsVQA
1272,2.0,3,1.0,1.0,infographicsVQA
1273,2.0,3,1.0,1.0,infographicsVQA
1274,4.0,5,1.0,1.0,infographicsVQA
1275,5.0,5,0.0,0.0,infographicsVQA
1276,3.0,5,2.0,2.0,infographicsVQA
1277,3.0,2,-1.0,1.0,infographicsVQA
1278,2.0,1,-1.0,1.0,infographicsVQA
1279,4.0,2,-2.0,2.0,infographicsVQA
1280,5.0,3,-2.0,2.0,infographicsVQA
1281,1.0,2,1.0,1.0,infographicsVQA
1282,5.0,5,0.0,0.0,infographicsVQA
1283,5.0,3,-2.0,2.0,infographicsVQA
1284,5.0,4,-1.0,1.0,infographicsVQA
1285,4.0,3,-1.0,1.0,infographicsVQA
1286,4.0,1,-3.0,3.0,infographicsVQA
1287,5.0,5,0.0,0.0,infographicsVQA
1288,5.0,4,-1.0,1.0,infographicsVQA
1289,3.0,1,-2.0,2.0,infographicsVQA
1290,5.0,5,0.0,0.0,infographicsVQA
1291,4.0,1,-3.0,3.0,infographicsVQA
1292,3.0,4,1.0,1.0,infographicsVQA
1293,2.0,2,0.0,0.0,infographicsVQA
1294,2.0,5,3.0,3.0,infographicsVQA
1295,3.0,5,2.0,2.0,infographicsVQA
1296,4.0,3,-1.0,1.0,infographicsVQA
1297,5.0,4,-1.0,1.0,infographicsVQA
1298,5.0,4,-1.0,1.0,infographicsVQA
1299,4.0,5,1.0,1.0,infographicsVQA
1300,5.0,3,-2.0,2.0,infographicsVQA
1301,2.0,4,2.0,2.0,infographicsVQA
1302,3.0,5,2.0,2.0,infographicsVQA
1303,5.0,4,-1.0,1.0,infographicsVQA
1304,4.0,2,-2.0,2.0,infographicsVQA
1305,4.0,2,-2.0,2.0,infographicsVQA
1306,2.0,3,1.0,1.0,infographicsVQA
1307,5.0,4,-1.0,1.0,infographicsVQA
1308,2.0,2,0.0,0.0,infographicsVQA
1309,4.0,3,-1.0,1.0,infographicsVQA
1310,2.0,4,2.0,2.0,infographicsVQA
1311,4.0,3,-1.0,1.0,infographicsVQA
1312,3.0,3,0.0,0.0,infographicsVQA
1313,4.0,2,-2.0,2.0,infographicsVQA
1314,1.0,4,3.0,3.0,infographicsVQA
1315,5.0,5,0.0,0.0,infographicsVQA
1316,1.0,1,0.0,0.0,infographicsVQA
1317,2.0,3,1.0,1.0,infographicsVQA
1318,1.0,4,3.0,3.0,infographicsVQA
1319,5.0,5,0.0,0.0,infographicsVQA
1320,1.0,2,1.0,1.0,infographicsVQA
1321,1.0,2,1.0,1.0,infographicsVQA
1322,1.0,2,1.0,1.0,infographicsVQA
1323,5.0,4,-1.0,1.0,infographicsVQA
1324,5.0,5,0.0,0.0,infographicsVQA
1325,4.0,3,-1.0,1.0,infographicsVQA
1326,2.0,1,-1.0,1.0,infographicsVQA
1327,4.0,3,-1.0,1.0,infographicsVQA
1328,1.0,4,3.0,3.0,infographicsVQA
1329,2.0,2,0.0,0.0,infographicsVQA
1330,2.0,1,-1.0,1.0,infographicsVQA
1331,1.0,4,3.0,3.0,infographicsVQA
1332,2.0,4,2.0,2.0,infographicsVQA
1333,2.0,3,1.0,1.0,infographicsVQA
1334,1.0,1,0.0,0.0,infographicsVQA
1335,5.0,5,0.0,0.0,infographicsVQA
1336,2.0,2,0.0,0.0,infographicsVQA
1337,3.0,5,2.0,2.0,infographicsVQA
1338,3.0,5,2.0,2.0,infographicsVQA
1339,5.0,4,-1.0,1.0,infographicsVQA
1340,2.0,3,1.0,1.0,infographicsVQA
1341,3.0,1,-2.0,2.0,infographicsVQA
1342,4.0,4,0.0,0.0,infographicsVQA
1343,4.0,5,1.0,1.0,infographicsVQA
1344,1.0,5,4.0,4.0,infographicsVQA
1345,4.0,4,0.0,0.0,infographicsVQA
1346,2.0,5,3.0,3.0,infographicsVQA
1347,5.0,4,-1.0,1.0,infographicsVQA
1348,1.0,5,4.0,4.0,infographicsVQA
1349,3.0,4,1.0,1.0,infographicsVQA
1350,5.0,5,0.0,0.0,infographicsVQA
1351,5.0,5,0.0,0.0,infographicsVQA
1352,5.0,4,-1.0,1.0,infographicsVQA
1353,1.0,1,0.0,0.0,infographicsVQA
1354,1.0,4,3.0,3.0,infographicsVQA
1355,1.0,4,3.0,3.0,infographicsVQA
1356,1.0,3,2.0,2.0,infographicsVQA
1357,1.0,1,0.0,0.0,infographicsVQA
1358,3.0,4,1.0,1.0,infographicsVQA
1359,2.0,5,3.0,3.0,infographicsVQA
1360,4.0,3,-1.0,1.0,infographicsVQA
1361,1.0,1,0.0,0.0,infographicsVQA
1362,1.0,1,0.0,0.0,infographicsVQA
1363,4.0,3,-1.0,1.0,infographicsVQA
1364,1.0,1,0.0,0.0,infographicsVQA
1365,2.0,3,1.0,1.0,infographicsVQA
1366,3.0,4,1.0,1.0,infographicsVQA
1367,4.0,5,1.0,1.0,infographicsVQA
1368,2.0,3,1.0,1.0,infographicsVQA
1369,1.0,2,1.0,1.0,infographicsVQA
1370,4.0,4,0.0,0.0,infographicsVQA
1371,4.0,4,0.0,0.0,infographicsVQA
1372,4.0,3,-1.0,1.0,infographicsVQA
1373,2.0,2,0.0,0.0,infographicsVQA
1374,3.0,1,-2.0,2.0,infographicsVQA
1375,5.0,4,-1.0,1.0,infographicsVQA
1376,4.0,2,-2.0,2.0,infographicsVQA
1377,3.0,3,0.0,0.0,infographicsVQA
1378,2.0,1,-1.0,1.0,infographicsVQA
1379,5.0,4,-1.0,1.0,infographicsVQA
1380,4.0,2,-2.0,2.0,infographicsVQA
1381,5.0,3,-2.0,2.0,infographicsVQA
1382,2.0,3,1.0,1.0,infographicsVQA
1383,5.0,4,-1.0,1.0,infographicsVQA
1384,3.0,1,-2.0,2.0,infographicsVQA
1385,3.0,3,0.0,0.0,infographicsVQA
1386,1.0,4,3.0,3.0,infographicsVQA
1387,5.0,4,-1.0,1.0,infographicsVQA
1388,2.0,4,2.0,2.0,infographicsVQA
1389,4.0,1,-3.0,3.0,infographicsVQA
1390,4.0,5,1.0,1.0,infographicsVQA
1391,4.0,3,-1.0,1.0,infographicsVQA
1392,4.0,5,1.0,1.0,infographicsVQA
1393,1.0,5,4.0,4.0,infographicsVQA
1394,1.0,1,0.0,0.0,infographicsVQA
1395,5.0,5,0.0,0.0,infographicsVQA
1396,3.0,2,-1.0,1.0,infographicsVQA
1397,1.0,2,1.0,1.0,infographicsVQA
1398,1.0,1,0.0,0.0,infographicsVQA
1399,2.0,2,0.0,0.0,infographicsVQA
1400,1.0,2,1.0,1.0,infographicsVQA
1401,1.0,1,0.0,0.0,infographicsVQA
1402,3.0,4,1.0,1.0,infographicsVQA
1403,5.0,4,-1.0,1.0,infographicsVQA
1404,5.0,4,-1.0,1.0,infographicsVQA
1405,2.0,3,1.0,1.0,infographicsVQA
1406,2.0,4,2.0,2.0,infographicsVQA
1407,4.0,3,-1.0,1.0,infographicsVQA
1408,1.0,1,0.0,0.0,infographicsVQA
1409,2.0,1,-1.0,1.0,infographicsVQA
1410,4.0,4,0.0,0.0,infographicsVQA
1411,4.0,3,-1.0,1.0,infographicsVQA
1412,5.0,3,-2.0,2.0,infographicsVQA
1413,3.0,1,-2.0,2.0,infographicsVQA
1414,2.0,1,-1.0,1.0,infographicsVQA
1415,2.0,1,-1.0,1.0,infographicsVQA
1416,2.0,4,2.0,2.0,infographicsVQA
1417,1.0,2,1.0,1.0,infographicsVQA
1418,1.0,4,3.0,3.0,infographicsVQA
1419,3.0,4,1.0,1.0,infographicsVQA
1420,1.0,4,3.0,3.0,infographicsVQA
1421,2.0,1,-1.0,1.0,infographicsVQA
1422,4.0,1,-3.0,3.0,infographicsVQA
1423,2.0,3,1.0,1.0,infographicsVQA
1424,5.0,3,-2.0,2.0,infographicsVQA
1425,2.0,3,1.0,1.0,infographicsVQA
1426,3.0,1,-2.0,2.0,infographicsVQA
1427,4.0,3,-1.0,1.0,infographicsVQA
1428,4.0,5,1.0,1.0,infographicsVQA
1429,1.0,3,2.0,2.0,infographicsVQA
1430,1.0,1,0.0,0.0,infographicsVQA
1431,5.0,4,-1.0,1.0,infographicsVQA
1432,5.0,4,-1.0,1.0,infographicsVQA
1433,1.0,3,2.0,2.0,infographicsVQA
1434,2.0,3,1.0,1.0,infographicsVQA
1435,5.0,4,-1.0,1.0,infographicsVQA
1436,5.0,4,-1.0,1.0,infographicsVQA
1437,2.0,2,0.0,0.0,infographicsVQA
1438,5.0,1,-4.0,4.0,infographicsVQA
1439,5.0,5,0.0,0.0,infographicsVQA
1440,4.0,3,-1.0,1.0,infographicsVQA
1441,1.0,2,1.0,1.0,infographicsVQA
1442,2.0,2,0.0,0.0,infographicsVQA
1443,4.0,5,1.0,1.0,infographicsVQA
1444,4.0,5,1.0,1.0,infographicsVQA
1445,3.0,4,1.0,1.0,infographicsVQA
1446,2.0,4,2.0,2.0,infographicsVQA
1447,5.0,5,0.0,0.0,infographicsVQA
1448,4.0,4,0.0,0.0,infographicsVQA
1449,1.0,1,0.0,0.0,infographicsVQA
1450,5.0,4,-1.0,1.0,infographicsVQA
1451,5.0,4,-1.0,1.0,infographicsVQA
1452,5.0,4,-1.0,1.0,infographicsVQA
1453,2.0,1,-1.0,1.0,infographicsVQA
1454,3.0,1,-2.0,2.0,infographicsVQA
1455,5.0,4,-1.0,1.0,infographicsVQA
1456,2.0,1,-1.0,1.0,infographicsVQA
1457,2.0,4,2.0,2.0,infographicsVQA
1458,3.0,4,1.0,1.0,infographicsVQA
1459,3.0,1,-2.0,2.0,infographicsVQA
1460,1.0,4,3.0,3.0,infographicsVQA
1461,2.0,1,-1.0,1.0,infographicsVQA
1462,4.0,4,0.0,0.0,infographicsVQA
1463,5.0,5,0.0,0.0,infographicsVQA
1464,5.0,4,-1.0,1.0,infographicsVQA
1465,4.0,2,-2.0,2.0,infographicsVQA
1466,2.0,4,2.0,2.0,infographicsVQA
1467,5.0,4,-1.0,1.0,infographicsVQA
1468,5.0,3,-2.0,2.0,infographicsVQA
1469,3.0,2,-1.0,1.0,infographicsVQA
1470,4.0,3,-1.0,1.0,infographicsVQA
1471,4.0,4,0.0,0.0,infographicsVQA
1472,4.0,4,0.0,0.0,infographicsVQA
1473,3.0,1,-2.0,2.0,infographicsVQA
1474,5.0,4,-1.0,1.0,infographicsVQA
1475,4.0,5,1.0,1.0,infographicsVQA
1476,1.0,3,2.0,2.0,infographicsVQA
1477,2.0,1,-1.0,1.0,infographicsVQA
1478,3.0,4,1.0,1.0,infographicsVQA
1479,3.0,4,1.0,1.0,infographicsVQA
1480,4.0,1,-3.0,3.0,infographicsVQA
1481,5.0,5,0.0,0.0,infographicsVQA
1482,5.0,5,0.0,0.0,infographicsVQA
1483,2.0,1,-1.0,1.0,infographicsVQA
1484,2.0,5,3.0,3.0,infographicsVQA
1485,2.0,5,3.0,3.0,infographicsVQA
1486,2.0,3,1.0,1.0,infographicsVQA
1487,2.0,2,0.0,0.0,infographicsVQA
1488,2.0,3,1.0,1.0,infographicsVQA
1489,3.0,4,1.0,1.0,infographicsVQA
1490,1.0,4,3.0,3.0,infographicsVQA
1491,2.0,3,1.0,1.0,infographicsVQA
1492,3.0,1,-2.0,2.0,mathvista
1493,5.0,4,-1.0,1.0,mathvista
1494,2.0,2,0.0,0.0,mathvista
1495,5.0,5,0.0,0.0,mathvista
1496,1.0,5,4.0,4.0,mathvista
1497,1.0,5,4.0,4.0,mathvista
1498,3.0,5,2.0,2.0,mathvista
1499,2.0,2,0.0,0.0,mathvista
1500,5.0,3,-2.0,2.0,mathvista
1501,2.0,3,1.0,1.0,mathvista
1502,1.0,4,3.0,3.0,mathvista
1503,3.0,1,-2.0,2.0,mathvista
1504,2.0,5,3.0,3.0,mathvista
1505,2.0,4,2.0,2.0,mathvista
1506,1.0,4,3.0,3.0,mathvista
1507,1.0,1,0.0,0.0,mathvista
1508,2.0,5,3.0,3.0,mathvista
1509,1.0,2,1.0,1.0,mathvista
1510,1.0,1,0.0,0.0,mathvista
1511,5.0,1,-4.0,4.0,mathvista
1512,1.0,4,3.0,3.0,mathvista
1513,1.0,5,4.0,4.0,mathvista
1514,1.0,5,4.0,4.0,mathvista
1515,1.0,4,3.0,3.0,mathvista
1516,4.0,5,1.0,1.0,mathvista
1517,1.0,5,4.0,4.0,mathvista
1518,1.0,5,4.0,4.0,mathvista
1519,1.0,1,0.0,0.0,mathvista
1520,5.0,5,0.0,0.0,mathvista
1521,5.0,5,0.0,0.0,mathvista
1522,4.0,4,0.0,0.0,mathvista
1523,3.0,3,0.0,0.0,mathvista
1524,4.0,4,0.0,0.0,mathvista
1525,4.0,5,1.0,1.0,mathvista
1526,5.0,5,0.0,0.0,mathvista
1527,5.0,5,0.0,0.0,mathvista
1528,5.0,5,0.0,0.0,mathvista
1529,5.0,4,-1.0,1.0,mathvista
1530,2.0,2,0.0,0.0,mathvista
1531,2.0,1,-1.0,1.0,mathvista
1532,1.0,5,4.0,4.0,mathvista
1533,2.0,5,3.0,3.0,mathvista
1534,2.0,1,-1.0,1.0,mathvista
1535,4.0,1,-3.0,3.0,mathvista
1536,2.0,3,1.0,1.0,mathvista
1537,2.0,5,3.0,3.0,mathvista
1538,1.0,4,3.0,3.0,mathvista
1539,2.0,2,0.0,0.0,mathvista
1540,1.0,2,1.0,1.0,mathvista
1541,3.0,3,0.0,0.0,mathvista
1542,1.0,3,2.0,2.0,mathvista
1543,2.0,3,1.0,1.0,mathvista
1544,2.0,4,2.0,2.0,mathvista
1545,2.0,2,0.0,0.0,mathvista
1546,5.0,2,-3.0,3.0,mathvista
1547,2.0,2,0.0,0.0,mathvista
1548,3.0,3,0.0,0.0,mathvista
1549,2.0,4,2.0,2.0,mathvista
1550,2.0,1,-1.0,1.0,mathvista
1551,3.0,5,2.0,2.0,mathvista
1552,4.0,5,1.0,1.0,mathvista
1553,3.0,1,-2.0,2.0,mathvista
1554,2.0,1,-1.0,1.0,mathvista
1555,1.0,1,0.0,0.0,mathvista
1556,5.0,5,0.0,0.0,mathvista
1557,4.0,5,1.0,1.0,mathvista
1558,2.0,1,-1.0,1.0,mathvista
1559,2.0,1,-1.0,1.0,mathvista
1560,1.0,1,0.0,0.0,mathvista
1561,5.0,5,0.0,0.0,mathvista
1562,3.0,2,-1.0,1.0,mathvista
1563,2.0,1,-1.0,1.0,mathvista
1564,3.0,3,0.0,0.0,mathvista
1565,5.0,4,-1.0,1.0,mathvista
1566,1.0,3,2.0,2.0,mathvista
1567,4.0,2,-2.0,2.0,mathvista
1568,5.0,3,-2.0,2.0,mathvista
1569,2.0,2,0.0,0.0,mathvista
1570,3.0,2,-1.0,1.0,mathvista
1571,2.0,2,0.0,0.0,mathvista
1572,1.0,3,2.0,2.0,mathvista
1573,2.0,1,-1.0,1.0,mathvista
1574,3.0,2,-1.0,1.0,mathvista
1575,1.0,3,2.0,2.0,mathvista
1576,3.0,1,-2.0,2.0,mathvista
1577,2.0,3,1.0,1.0,mathvista
1578,3.0,4,1.0,1.0,mathvista
1579,5.0,5,0.0,0.0,mathvista
1580,4.0,4,0.0,0.0,mathvista
1581,4.0,5,1.0,1.0,mathvista
1582,4.0,5,1.0,1.0,mathvista
1584,4.0,5,1.0,1.0,mathvista
1585,1.0,1,0.0,0.0,mathvista
1586,1.0,4,3.0,3.0,mathvista
1587,3.0,4,1.0,1.0,mathvista
1588,3.0,2,-1.0,1.0,mathvista
1589,3.0,2,-1.0,1.0,mathvista
1590,3.0,3,0.0,0.0,mathvista
1591,5.0,4,-1.0,1.0,mathvista
1592,3.0,1,-2.0,2.0,mathvista
1593,1.0,3,2.0,2.0,mathvista
1594,2.0,1,-1.0,1.0,mathvista
1595,4.0,3,-1.0,1.0,mathvista
1596,4.0,4,0.0,0.0,mathvista
1597,4.0,3,-1.0,1.0,mathvista
1598,3.0,4,1.0,1.0,mathvista
1599,4.0,4,0.0,0.0,mathvista
1600,2.0,1,-1.0,1.0,mathvista
1601,3.0,2,-1.0,1.0,mathvista
1602,3.0,2,-1.0,1.0,mathvista
1603,4.0,5,1.0,1.0,mathvista
1604,3.0,3,0.0,0.0,mathvista
1605,4.0,4,0.0,0.0,mathvista
1606,3.0,5,2.0,2.0,mathvista
1607,4.0,5,1.0,1.0,mathvista
1608,1.0,5,4.0,4.0,mathvista
1609,2.0,1,-1.0,1.0,mathvista
1610,1.0,1,0.0,0.0,mathvista
1611,4.0,3,-1.0,1.0,mathvista
1612,1.0,1,0.0,0.0,mathvista
1613,2.0,4,2.0,2.0,mathvista
1614,3.0,3,0.0,0.0,mathvista
1615,2.0,3,1.0,1.0,mathvista
1616,3.0,1,-2.0,2.0,mathvista
1617,2.0,3,1.0,1.0,mathvista
1618,1.0,5,4.0,4.0,mathvista
1619,2.0,4,2.0,2.0,mathvista
1620,1.0,3,2.0,2.0,mathvista
1621,3.0,2,-1.0,1.0,mathvista
1622,2.0,1,-1.0,1.0,mathvista
1623,5.0,4,-1.0,1.0,mathvista
1624,3.0,1,-2.0,2.0,mathvista
1625,3.0,2,-1.0,1.0,mathvista
1626,1.0,1,0.0,0.0,mathvista
1627,4.0,5,1.0,1.0,mathvista
1628,5.0,2,-3.0,3.0,mathvista
1629,5.0,3,-2.0,2.0,mathvista
1630,3.0,2,-1.0,1.0,mathvista
1631,5.0,3,-2.0,2.0,mathvista
1632,2.0,1,-1.0,1.0,mathvista
1633,2.0,1,-1.0,1.0,mathvista
1634,3.0,2,-1.0,1.0,mathvista
1635,3.0,4,1.0,1.0,mathvista
1636,5.0,4,-1.0,1.0,mathvista
1637,1.0,1,0.0,0.0,mathvista
1638,1.0,1,0.0,0.0,mathvista
1639,3.0,5,2.0,2.0,mathvista
1640,3.0,3,0.0,0.0,mathvista
1641,1.0,1,0.0,0.0,mathvista
1642,2.0,4,2.0,2.0,mathvista
1643,4.0,5,1.0,1.0,mathvista
1644,1.0,1,0.0,0.0,mathvista
1645,4.0,5,1.0,1.0,mathvista
1646,2.0,1,-1.0,1.0,mathvista
1647,3.0,5,2.0,2.0,mathvista
1648,1.0,4,3.0,3.0,mathvista
1649,1.0,3,2.0,2.0,mathvista
1650,1.0,1,0.0,0.0,mathvista
1651,1.0,4,3.0,3.0,mathvista
1652,2.0,4,2.0,2.0,mathvista
1653,2.0,1,-1.0,1.0,mathvista
1654,1.0,2,1.0,1.0,mathvista
1655,3.0,3,0.0,0.0,mathvista
1656,2.0,5,3.0,3.0,mathvista
1657,2.0,3,1.0,1.0,mathvista
1658,1.0,1,0.0,0.0,mathvista
1659,1.0,3,2.0,2.0,mathvista
1660,5.0,4,-1.0,1.0,mathvista
1661,1.0,1,0.0,0.0,mathvista
1662,3.0,3,0.0,0.0,mathvista
1663,5.0,5,0.0,0.0,mathvista
1664,3.0,3,0.0,0.0,mathvista
1665,2.0,1,-1.0,1.0,mathvista
1666,2.0,4,2.0,2.0,mathvista
1667,5.0,5,0.0,0.0,mathvista
1668,5.0,4,-1.0,1.0,mathvista
1669,1.0,1,0.0,0.0,mathvista
1670,4.0,5,1.0,1.0,mathvista
1671,5.0,5,0.0,0.0,mathvista
1672,2.0,1,-1.0,1.0,mathvista
1673,1.0,2,1.0,1.0,mathvista
1674,4.0,2,-2.0,2.0,mathvista
1675,5.0,3,-2.0,2.0,mathvista
1676,2.0,4,2.0,2.0,mathvista
1677,1.0,5,4.0,4.0,mathvista
1678,1.0,4,3.0,3.0,mathvista
1679,5.0,4,-1.0,1.0,mathvista
1680,5.0,5,0.0,0.0,mathvista
1681,1.0,4,3.0,3.0,mathvista
1682,4.0,2,-2.0,2.0,mathvista
1683,3.0,3,0.0,0.0,mathvista
1684,2.0,2,0.0,0.0,mathvista
1685,2.0,1,-1.0,1.0,mathvista
1686,1.0,1,0.0,0.0,mathvista
1687,1.0,4,3.0,3.0,mathvista
1688,4.0,1,-3.0,3.0,mathvista
1689,1.0,3,2.0,2.0,mathvista
1690,4.0,5,1.0,1.0,mathvista
1691,4.0,5,1.0,1.0,mathvista
1692,4.0,5,1.0,1.0,mathvista
1693,4.0,4,0.0,0.0,mathvista
1694,3.0,5,2.0,2.0,mathvista
1695,4.0,5,1.0,1.0,mathvista
1696,2.0,3,1.0,1.0,mathvista
1697,3.0,3,0.0,0.0,mathvista
1698,2.0,1,-1.0,1.0,mathvista
1699,2.0,2,0.0,0.0,mathvista
1700,1.0,2,1.0,1.0,mathvista
1701,2.0,3,1.0,1.0,mathvista
1702,3.0,2,-1.0,1.0,mathvista
1703,5.0,4,-1.0,1.0,mathvista
1704,1.0,3,2.0,2.0,mathvista
1705,2.0,3,1.0,1.0,mathvista
1706,3.0,1,-2.0,2.0,mathvista
1707,3.0,4,1.0,1.0,mathvista
1708,3.0,3,0.0,0.0,mathvista
1709,3.0,2,-1.0,1.0,mathvista
1710,1.0,3,2.0,2.0,mathvista
1711,1.0,1,0.0,0.0,mathvista
1712,1.0,1,0.0,0.0,mathvista
1713,5.0,2,-3.0,3.0,mathvista
1714,3.0,1,-2.0,2.0,mathvista
1715,5.0,5,0.0,0.0,mathvista
1716,5.0,5,0.0,0.0,mathvista
1717,3.0,2,-1.0,1.0,mathvista
1718,3.0,3,0.0,0.0,mathvista
1719,5.0,5,0.0,0.0,mathvista
1720,5.0,5,0.0,0.0,mathvista
1721,1.0,4,3.0,3.0,mathvista
1722,1.0,1,0.0,0.0,mathvista
1723,5.0,5,0.0,0.0,mathvista
1724,3.0,4,1.0,1.0,mathvista
1725,1.0,2,1.0,1.0,mathvista
1726,1.0,1,0.0,0.0,mathvista
1727,5.0,5,0.0,0.0,mathvista
1728,3.0,4,1.0,1.0,mathvista
1729,2.0,5,3.0,3.0,mathvista
1730,2.0,3,1.0,1.0,mathvista
1731,1.0,4,3.0,3.0,mathvista
1732,2.0,3,1.0,1.0,mathvista
1733,3.0,3,0.0,0.0,mathvista
1734,3.0,2,-1.0,1.0,mathvista
1735,2.0,4,2.0,2.0,mathvista
1736,5.0,2,-3.0,3.0,mathvista
1737,5.0,1,-4.0,4.0,mathvista
1738,1.0,1,0.0,0.0,mathvista
1739,1.0,5,4.0,4.0,mathvista
1740,5.0,3,-2.0,2.0,mathvista
1741,1.0,1,0.0,0.0,mathvista
1742,1.0,1,0.0,0.0,mathvista
1743,4.0,5,1.0,1.0,mathvista
1744,1.0,3,2.0,2.0,mathvista
1745,1.0,1,0.0,0.0,mathvista
1746,1.0,1,0.0,0.0,mathvista
1747,5.0,5,0.0,0.0,mathvista
1748,1.0,1,0.0,0.0,mathvista
1749,1.0,1,0.0,0.0,mathvista
1750,1.0,1,0.0,0.0,mathvista
1751,5.0,1,-4.0,4.0,mathvista
1752,1.0,4,3.0,3.0,mathvista
1753,1.0,4,3.0,3.0,mathvista
1754,1.0,5,4.0,4.0,mathvista
1755,4.0,5,1.0,1.0,mathvista
1756,1.0,5,4.0,4.0,mathvista
1757,2.0,2,0.0,0.0,mathvista
1758,4.0,5,1.0,1.0,mathvista
1759,4.0,5,1.0,1.0,mathvista
1760,4.0,5,1.0,1.0,mathvista
1761,4.0,1,-3.0,3.0,mathvista
1762,3.0,4,1.0,1.0,mathvista
1763,5.0,5,0.0,0.0,mathvista
1764,3.0,1,-2.0,2.0,mathvista
1765,1.0,1,0.0,0.0,mathvista
1766,3.0,5,2.0,2.0,mathvista
1767,4.0,4,0.0,0.0,mathvista
1768,3.0,5,2.0,2.0,mathvista
1769,1.0,2,1.0,1.0,mathvista
1770,1.0,1,0.0,0.0,mathvista
1771,4.0,4,0.0,0.0,mathvista
1772,5.0,4,-1.0,1.0,mathvista
1773,1.0,1,0.0,0.0,mathvista
1774,1.0,1,0.0,0.0,mathvista
1775,5.0,5,0.0,0.0,mathvista
1776,5.0,5,0.0,0.0,mathvista
1777,3.0,2,-1.0,1.0,mathvista
1778,3.0,2,-1.0,1.0,mathvista
1779,2.0,2,0.0,0.0,mathvista
1780,5.0,4,-1.0,1.0,mathvista
1781,1.0,1,0.0,0.0,mathvista
1782,2.0,5,3.0,3.0,mathvista
1783,4.0,5,1.0,1.0,mathvista
1784,3.0,4,1.0,1.0,mathvista
1785,2.0,1,-1.0,1.0,mathvista
1786,1.0,1,0.0,0.0,mathvista
1787,4.0,2,-2.0,2.0,mathvista
1788,4.0,4,0.0,0.0,mathvista
1789,2.0,2,0.0,0.0,mathvista
1790,2.0,1,-1.0,1.0,mathvista
1791,1.0,1,0.0,0.0,mathvista
1792,2.0,5,3.0,3.0,mathvista
1793,1.0,1,0.0,0.0,mathvista
1794,1.0,1,0.0,0.0,mathvista
1795,2.0,2,0.0,0.0,mathvista
1796,1.0,1,0.0,0.0,mathvista
1797,3.0,5,2.0,2.0,mathvista
1798,1.0,1,0.0,0.0,mathvista
1799,1.0,5,4.0,4.0,mathvista
1800,4.0,4,0.0,0.0,mathvista
1801,1.0,4,3.0,3.0,mathvista
1802,5.0,3,-2.0,2.0,mathvista
1803,5.0,5,0.0,0.0,mathvista
1804,2.0,4,2.0,2.0,mathvista
1805,4.0,4,0.0,0.0,mathvista
1806,3.0,4,1.0,1.0,mathvista
1807,5.0,5,0.0,0.0,mathvista
1808,1.0,5,4.0,4.0,mathvista
1809,2.0,4,2.0,2.0,mathvista
1810,1.0,2,1.0,1.0,mathvista
1811,3.0,4,1.0,1.0,mathvista
1812,3.0,4,1.0,1.0,mathvista
1813,2.0,1,-1.0,1.0,mathvista
1814,4.0,1,-3.0,3.0,mathvista
1815,2.0,3,1.0,1.0,mathvista
1816,4.0,4,0.0,0.0,mathvista
1817,1.0,2,1.0,1.0,mathvista
1818,3.0,4,1.0,1.0,mathvista
1819,3.0,4,1.0,1.0,mathvista
1820,4.0,1,-3.0,3.0,mathvista
1821,2.0,1,-1.0,1.0,mathvista
1822,3.0,3,0.0,0.0,mathvista
1823,4.0,3,-1.0,1.0,mathvista
1824,4.0,2,-2.0,2.0,mathvista
1825,1.0,3,2.0,2.0,mathvista
1826,1.0,3,2.0,2.0,mathvista
1829,1.0,1,0.0,0.0,mathvista
1830,1.0,1,0.0,0.0,mathvista
1831,1.0,3,2.0,2.0,mathvista
1832,1.0,5,4.0,4.0,mathvista
1833,1.0,3,2.0,2.0,mathvista
1834,1.0,4,3.0,3.0,mathvista
1835,4.0,5,1.0,1.0,mathvista
1836,3.0,5,2.0,2.0,mathvista
1837,2.0,1,-1.0,1.0,mathvista
1838,1.0,1,0.0,0.0,mathvista
1839,2.0,5,3.0,3.0,mathvista
1840,4.0,4,0.0,0.0,mathvista
1841,5.0,2,-3.0,3.0,mathvista
1842,4.0,4,0.0,0.0,mathvista
1843,2.0,5,3.0,3.0,mathvista
1844,1.0,2,1.0,1.0,mathvista
1845,1.0,5,4.0,4.0,mathvista
1846,5.0,4,-1.0,1.0,mathvista
1847,5.0,5,0.0,0.0,mathvista
1848,4.0,1,-3.0,3.0,mathvista
